"Property Name",,"de","Node Path","Description"
"Caption","Parent","Parent","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Parent",
"Caption","Object","Objekt","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Object",
"Caption","Category","Kategorie","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Category",
"Caption","Read","Lesen","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Read",
"Caption","Write","Schreiben","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Write",
"Caption","Create","Kreieren","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Create",
"Caption","Delete","Löschen","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Delete",
"Caption","Navigate","Navigieren","BOModel\DevExpress.ExpressApp.Security.TypeOperationPermissionDescriptor\OwnMembers\Navigate",
"Caption","Type Permission Data","Typ Erlaubnis Daten","BOModel\DevExpress.ExpressApp.Security.TypePermissionData",
"Caption","Target Type","Ziel Typ","BOModel\DevExpress.ExpressApp.Security.TypePermissionData\OwnMembers\TargetType",
"Caption","Allow Read","Erlaube Lesen","BOModel\DevExpress.ExpressApp.Security.TypePermissionData\OwnMembers\AllowRead",
"Caption","Allow Write","Erlaube Schreiben","BOModel\DevExpress.ExpressApp.Security.TypePermissionData\OwnMembers\AllowWrite",
"Caption","Type Permission Details","Typ Erlaubnis Details","BOModel\DevExpress.ExpressApp.Security.TypePermissionDetails",
"Caption","Member Permissions","Mitglied Erlaubnis","BOModel\DevExpress.ExpressApp.Security.TypePermissionDetails\OwnMembers\MemberPermissions",
"Caption","Object Permissions","Objekt Erlaubnis","BOModel\DevExpress.ExpressApp.Security.TypePermissionDetails\OwnMembers\ObjectPermissions",
"Value","Login: {0}","Login: {0}","Localization\Controls\ServerLog\AuthenticationStandardLogonParametersTemplate",
"Value","User cannot be found through the IsGranted operation.","User cannot be found through the IsGranted operation.","Localization\Controls\ServerLog\CannotFindUser",
"Value","IsGranted has been received.\r\nResponse:{0}.","IsGranted has been received.\r\nResponse:{0}.","Localization\Controls\ServerLog\IsGrantedMessage",
"Value","Permission:\r\n{0}","Permission:\r\n{0}","Localization\Controls\ServerLog\Permission",
"Value","PermissionRequest\r\n{0}","PermissionRequest\r\n{0}","Localization\Controls\ServerLog\PermissionRequest",
"Value","Model Access Modifier","Modifizierer Modellzugriff","Localization\Enums\DevExpress.ExpressApp.Security.ModelAccessModifier",
"Value","Allow","Erlauben","Localization\Enums\DevExpress.ExpressApp.Security.ModelAccessModifier\Allow",
"Value","Deny","Verbieten","Localization\Enums\DevExpress.ExpressApp.Security.ModelAccessModifier\Deny",
"Value","Object Access","Datensatzzugriff","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess",
"Value","AllAccess","Vollzugriff","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\AllAccess",
"Value","ChangeAccess","Ändern","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\ChangeAccess",
"Value","Create","Erstellen","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Create",
"Value","Delete","Löschen","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Delete",
"Value","Navigate","Navigieren","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Navigate",
"Value","NoAccess","Kein Zugriff","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\NoAccess",
"Value","Read","Lesen","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Read",
"Value","Write","Schreiben","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccess\Write",
"Value","Object Access Modifier","Modifizierer Datensatzzugriff","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier",
"Value","Allow","Erlauben","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier\Allow",
"Value","Deny","Verbieten","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier\Deny",
"Value","None","Kein Zugriff","Localization\Enums\DevExpress.ExpressApp.Security.ObjectAccessModifier\None",
"Value","You can not delete the '{0}' object due to the security restrictions.","Sie können '{0}' Objekt aufgrund der Sicherheitseinschränkungen nicht löschen.","Localization\Exceptions\CanNotDeleteObject",
"Value","You can not save the '{0}' object due to the security restrictions.","Sie können '{0}' Objekt aufgrund der Sicherheitseinschränkungen nicht sichern.","Localization\Exceptions\CanNotSaveObject",
"Value","The '{0}' user is last administrator in the system. Unable to revoke administrative rights.","Der '{0}' Benutzer ist Administrator des Systemes. Man kann administrative Rechte nicht widerrufen.","Localization\Exceptions\UserVisibleExceptions\Security\LastAdmin",
"Value","Login failed for '{0}'. {1}","Fehler bei Anmeldung für '{0}'. {1}","Localization\Exceptions\UserVisibleExceptions\Security\LoginFailed",
"Value","New password is equal to old password.","Das neue Passwort ist gleich dem Alten.","Localization\Exceptions\UserVisibleExceptions\Security\NewPasswordIsEqualToOldPassword",
"Value","Old password is wrong.","Das alte Passwort ist falsch.","Localization\Exceptions\UserVisibleExceptions\Security\OldPasswordIsWrong",
"Value","Passwords are different.","Die Passwörter sind verschieden.","Localization\Exceptions\UserVisibleExceptions\Security\PasswordsAreDifferent",
"Value","Make sure your user name is correct and retype the password in the correct case.","Stellen Sie sicher das der Benutzername stimmt, und geben Sie das Passwort neu ein.","Localization\Exceptions\UserVisibleExceptions\Security\RetypeTheInformation",
"Value","The user name must not be empty.","Der Benutzername darf nicht leer sein.","Localization\Exceptions\UserVisibleExceptions\Security\UserNameIsEmpty",
"Value","Create","Kreieren","Localization\Messages\Create",
"Value","Delete","Löschen","Localization\Messages\Delete",
"Value"," is granted on member in '{0}' class.","ist an Mitglied in '{0}' Klasse vergeben.","Localization\Messages\IsGrantedFrom",
"Value"," is inherited from '{0}' class. ","von '{0} "" Klasse übernommen.","Localization\Messages\IsInheritedFrom",
"Value","Navigate","Navigieren","Localization\Messages\Navigate",
"Value","Read","Lesen","Localization\Messages\Read",
"Value","Write","Schreiben","Localization\Messages\Write",
"Caption","My Details","Meine Details","NavigationItems\Items\Default\Items\MyDetails",
"Caption","Log On","Anmeldung","Views\AuthenticationStandardLogonParameters_DetailView",
"Text","Welcome! Please enter your user name and password below.","Willkommen! Bitte geben Sie Ihren Benutzernamen und Ihr Passwort ein unten.","Views\AuthenticationStandardLogonParameters_DetailView\Items\LogonText",
"Caption","Change password on first logon","Passwort ändern bei erster Anmeldung","Views\ChangePasswordOnLogonParameters_DetailView",
"Text","For security reasons, you must now set your own password. Please enter your new password in the two text fields below, and be sure not to reuse a password you used before.","Aus Sicherheitsgründen müssen Sie jetzt Ihr eigenes Passwort setzen. Bitte geben Sie Ihr neues Passwort in die beiden Textfelder unten ein, und stellen Sie sicher dass Sie nicht ein Passwort verwenden welches Sie bereits zuvor verwendet haben.","Views\ChangePasswordOnLogonParameters_DetailView\Items\ChangePasswordText",
"Caption","Change Password","Passwort ändern","Views\ChangePasswordParameters_DetailView",
"Text","To change your password, please enter your old and new passwords in the text fields below.","Um das Passwort zu ändern, geben Sie bitte Ihr altes und neues Passwort in die Textfelder unten ein.","Views\ChangePasswordParameters_DetailView\Items\ChangePasswordText",
"Caption","Reset Password","Passwort zurücksetzen","Views\ResetPasswordParameters_DetailView",
"Text","Setting the user's password will create a new password for the user automatically, and at the same time disable the user's login with the old password. You must then pass on the new password to the user, so he/she can continue to work with the application. Are you sure you want to do this?","Das Zurücksetzen des Passwortes wird ein automatisch Passwort erstellen, gleichzeitig wird die Anmeldung mit dem alten Passwort deaktiviert. Sie müssen dann das neue Passwort an den Benutzer weiterleiten, so dass dieser Benutzer weiterhin mit der Applikation arbeiten kann. Sind Sie sicher dass Sie dies durchführen möchten?","Views\ResetPasswordParameters_DetailView\Items\ResetPasswordText",
"Caption","Role","Aufgabe","Views\SecurityStrategyRole_LookupListView",
"Caption","User","Benutzer","Views\SecurityUserBase_LookupListView",
"Caption","User","Benutzer","Views\SecurityUserWithRolesBase_LookupListView",
"Value","Warning","Warnung","Localization\Captions\SchedulerResourceDeletingWarning",
"Value","Please refresh the event detail view to load changes.","Bitte aktualisieren Sie die Aktivitäts-Detailansicht um die Änderungen zu laden.","Localization\Messages\SchedulerResourceDeletingWarning",
"Caption","Edit Series","Bearbeite Serien","ActionDesign\Actions\EditSeries",
"Caption","Open Series","Offene Serien","ActionDesign\Actions\OpenSeries",
"Caption","Restore Occurrence","Wiederherstellen Des Vorkommens","ActionDesign\Actions\RestoreOccurrence",
"Caption","Edit Series","Bearbeite Serien","ActionDesign\Actions\EditSeriesDetailView",
"Value","Do you want to delete all occurrences of the recurring appointment ""{0}"", or just this one?","Wollen Sie die komplette Terminserie löschen ""{0}"", oder nur diese eine?","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationCaption",
"Value","This occurrence","Das Vorkommen","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationOccurrence",
"Value","The Series","Die Terminserie","Localization\Controls\SchedulerAspNetModule\DeleteConfirmationSeries",
"Value","Confirm Delete","Löschen bestätigen","Localization\Controls\SchedulerAspNetModule\DeleteRecurrencePopupControlHeader",
"Value","Recurrence","Terminserie","Localization\Controls\SchedulerAspNetModule\RecurrencePopupControlHeader",
"Value","Remove recurrence","Terminserie löschen","Localization\Controls\SchedulerAspNetModule\RecurrencePopupControlRemoveRecurrence",
"Caption","Open","Öffnen","ActionDesign\Actions\OpenCategory",
"Caption","Fill Categories","Kategorien füllen","ActionDesign\Actions\FillCategories",
"Caption","Categorize Images","Bilder kategorisieren","ActionDesign\Actions\CategorizeImages",
"Caption","Image Preview List Mode","Bildvorschau Listenmodus","ActionDesign\Actions\ImagePreviewListMode",
"Caption","List","Auflistung","ActionDesign\Actions\ImagePreviewListMode\ChoiceActionItems\List",
"Caption","Thumbnails","Miniaturbilder","ActionDesign\Actions\ImagePreviewListMode\ChoiceActionItems\Thumbnails",
"Caption","Assembly Image Source Browser","Montage Bild Quellen Browser","BOModel\DevExpress.ExpressApp.Demos.Win.AssemblyImageSourceBrowser",
"Caption","Category","Kategorie","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString\OwnMembers\Name",
"Caption","Images","Bilder","BOModel\DevExpress.ExpressApp.Demos.Win.CategoryString\OwnMembers\Images",
"Caption","File Image Source Browser","Datei Bild Quellen Browser","BOModel\DevExpress.ExpressApp.Demos.Win.FileImageSourceBrowser",
"Caption","Image Browser Category","Bild Browser Kategorie","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory",
"Caption","Owner","Besitzer","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\Owner",
"Caption","Parent Category","Parent Kategorie","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\ParentCategory",
"Caption","Child Categories","Child Kategorien","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\ChildCategories",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Demos.Win.ImageBrowserCategory\OwnMembers\Name",
"Caption","Image Node","Bild Knoten","BOModel\DevExpress.ExpressApp.Demos.Win.ImageNode",
"Caption","Image","Bild","BOModel\DevExpress.ExpressApp.Demos.Win.ImageNode\OwnMembers\Image",
"Caption","Image","Bild","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject",
"Caption","Image Name","Bild Name","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\ImageName",
"Caption","Small","Klein","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image12x12",
"Caption","Original","Original","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image16x16",
"Caption","Large","Gross","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image32x32",
"Caption","Dialog","Dialog","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Image48x48",
"Caption","Original Image","Original Bild","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\OriginalImage",
"Caption","Categories","Kategorien","BOModel\DevExpress.ExpressApp.Demos.Win.ImagePreviewObject\OwnMembers\Categories",
"Caption","Images Group Node","Bild Gruppen Knoten","BOModel\DevExpress.ExpressApp.Demos.Win.ImagesGroupNode",
"Caption","Images","Bilder Quellen Browser","BOModel\DevExpress.ExpressApp.Demos.Win.ImagesGroupNode\OwnMembers\Images",
"Caption","Image Source Browser","Bilder Quellen Browser","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase",
"Caption","Image Source Name","Bilder Quellen Name","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\ImageSourceName",
"Caption","Image Categories","Bild Kategorien","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\ImageCategories",
"Caption","Categories","Kategorien","BOModel\DevExpress.ExpressApp.Demos.Win.ImageSourceBrowserBase\OwnMembers\Categories",
"Caption","Images","Bilder","NavigationItems\Items\Images",
"Caption","Image Preview Object","Bild Vorschau Objekt","Views\ImagePreviewObject_DetailView\Layout\Main\SimpleEditors\ImagePreviewObject",
"Value","Chart data vertical","Diagrammdaten vertikal","Localization\PivotGridModule\ChartDataVertical",
"Value","Chart options","Diagramm Optionen","Localization\PivotGridModule\ChartOptions",
"Value","Clear settings","Lösche Einstellungen","Localization\PivotGridModule\ClearSettings",
"Value","Hide Chart","Verberge Diagramm","Localization\PivotGridModule\HideChart",
"Value","Invoke Wizard","Assistent aufrufen","Localization\PivotGridModule\InvokeWizard",
"Value","Show Chart","Zeige Diagramm","Localization\PivotGridModule\ShowChart",
"Value","Show column grand totals","Gesamtsumme in Spalte anzeigen","Localization\PivotGridModule\ShowColumnGrandTotals",
"Value","Show column totals","Zeige Spaltensummen","Localization\PivotGridModule\ShowColumnTotals",
"Value","Show row grand totals","Gesamtsumme in Zeile anzeigen","Localization\PivotGridModule\ShowRowGrandTotals",
"Value","Show row totals","Zeige Zeilensummen","Localization\PivotGridModule\ShowRowTotals",
"Caption","Bind Analysis Data","Analysedaten binden","ActionDesign\Actions\BindAnalysisData",
"Caption","Unbind Analysis Data","Analysedaten lösen","ActionDesign\Actions\UnbindAnalysisData",
"Value","Chart","Diagramm","Localization\Controls\AnalysisControl\ChartTabCaption",
"Value","Chart type","Diagrammtype","Localization\Controls\AnalysisControl\ChartTypeCaption",
"Value","Chart Wizard","Diagramm Assistent","Localization\Controls\AnalysisControl\ChartWizardText",
"Value","The current pivot grid settings cannot be used to construct a chart of the '{0}' type.","Die aktuelle Einstellungen der Auswertungstabelle können nicht verwendet werden, um ein Diagramm der '{0} 'Art zu erstellen.","Localization\Controls\AnalysisControl\IncorrectChartTypeErrorMessage",
"Value","Pivot","Auswertungstabelle","Localization\Controls\AnalysisControl\PivotTabCaption",
"Value","Print the chart","Diagramm drucken","Localization\Controls\AnalysisControl\PrintChartText",
"Value","Show Column Grand Total","Gesamtsumme der Spalte anzeigen","Localization\Controls\AnalysisControl\ShowColumnGrandTotalText",
"Value","Show Row Grand Total","Gesamtsumme der Zeile anzeigen","Localization\Controls\AnalysisControl\ShowRowGrandTotalText",
"RelatedAnalysisGroupCaption",,"Analyse","NavigationItems",
"Caption","Print PivotGrid","Pivotliste drucken","ActionDesign\Actions\PrintPreviewPivotGrid",
"Caption","Print Chart","Diagramm drucken","ActionDesign\Actions\PrintChart",
"Caption","ChartWizard","Diagrammassistent","ActionDesign\Actions\ChartWizard",
"Caption","Show in Report","Anzeigen in Bericht","ActionDesign\Actions\ShowInReport",
"ToolTip","Show selected records in a report","Selektierte Datensätze anzeigen in Bericht","ActionDesign\Actions\ShowInReport",
"Caption","Report","Bericht","BOModel\DevExpress.ExpressApp.Reports.ReportData",
"Caption","Report Name","Berichtname","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\ReportName",
"Caption","Data Type","Datentyp","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\DataTypeCaption",
"Caption","Is Inplace Report","Eingebetteter Bericht","BOModel\DevExpress.ExpressApp.Reports.ReportData\OwnMembers\IsInplaceReport",
"Value","Data Type","Datentyp","Localization\Controls\ReportsModule\DataType",
"Value","Filter","Filter","Localization\Controls\ReportsModule\Filter",
"Value","Filter Description","Filter Beschreibung","Localization\Controls\ReportsModule\FilterDescription",
"Value","Filter For Design Preview","Filter für Entwurfsvorschau","Localization\Controls\ReportsModule\FilterForDesignPreview",
"Value","Filtering","Filterung","Localization\Controls\ReportsModule\Filtering",
"Value","Is Parametrized","Ist Parametrisiert","Localization\Controls\ReportsModule\IsParametrized",
"Value","Parameters Object Type","Parameter Datentyp","Localization\Controls\ReportsModule\ParametersObjectType",
"Value","Report Name","Berichtname","Localization\Controls\ReportsModule\ReportName",
"RelatedReportsGroupCaption",,"Reporte","NavigationItems",
"Caption","Reports","Berichte","NavigationItems\Items\Reports\Items\Reports",
"Caption","Reports","Berichte","Views\ReportData_ListView",
"Caption","Edit","Editieren","ActionDesign\Actions\EditReportController.Edit",
"Caption","Preview","Vorschau","ActionDesign\Actions\PreviewReport",
"Caption","Show Report Designer","Berichtdesigner anzeigen","ActionDesign\Actions\ShowReportDesigner",
"Caption","Execute Report","Bericht ausführen","ActionDesign\Actions\ExecuteReport",
"Caption","New Xaf Report Wizard Parameters","Parameter neuer Xaf BerichtassistentNew Xaf Report Wizard Parameters","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters",
"Caption","Report Type","Berichtstyp","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\ReportType",
"Caption","Report Name","Berichtname","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\ReportName",
"Caption","Data Type","Datentyp","BOModel\DevExpress.ExpressApp.Reports.Win.NewXafReportWizardParameters\OwnMembers\DataType",
"Value","All Files","Alle Dateien","Localization\Captions\AllFiles",
"Value","Export layout to file...","Export Layout nach Datei…","Localization\Captions\ExportLayout",
"Value","Import layout from file...","Import Layout von Datei…","Localization\Captions\ImportLayout",
"Value","Error","Fehler","Localization\Captions\ReportDesignerError",
"Value","Warning","Warnung","Localization\Captions\ReportDesignerWarning",
"Value","Report Files","Berichtsdateien","Localization\Captions\ReportFiles",
"Value","Report Type","Report Typ","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType",
"Value","Label","Etikett","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType\Label",
"Value","Standard","Standard","Localization\Enums\DevExpress.ExpressApp.Reports.Win.ReportType\Standard",
"Value","The Filter you have set cannot be used as a design time filter because it uses queryable fields.\r\nAn automatic variation of the filter will be created for design time use,\r\nand you can modify this filter yourself by setting the FilterForDesignPreview property.","Der eingestellte Filter kann nicht als Design-Zeit-Filter verwendet werden, weil er abfragbaren Felder verwendet. 
\r\nAn automatische Variation der Filter wird zur Design-Zeit angefertigt werden, \r\nand können diesen Filter selbst geändert werden, indem Sie die FilterForDesignPreview Eigenschaft setzen.","Localization\Messages\ReportPreviewFilter",
"Value","Filters with queryable fields cannot be used for the FilterForDesignPreview property.","Filter mit abfragbaren Feldern können nicht für die FilterForDesignPreview Eigenschaft verwendet werden.
 ","Localization\Messages\WrongReportPreviewFilter",
"Caption","New Report Wizard","Neuer Berichtsassitent","Views\NewXafReportWizardParameters_DetailView",
"Text","To create a new report, please enter a name in the field below and select the primary data type of the report from the list.","Um einen neuen Bericht zu erstellen, geben Sie bitte einen Namen in das Feld unten ein und wählen Sie den primären Datentyp des Bericht aus der Liste aus.","Views\NewXafReportWizardParameters_DetailView\Items\ReportText",
"Caption","Static(11)","Statik(11)","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static",
"Caption","New Report Params","Neue Report Parameter","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static\NewReportParams",
"Caption","Simple Editors","Einfache Bearbeiter","Views\NewXafReportWizardParameters_DetailView\Layout\Main\Static\NewReportParams\SimpleEditors",
"Caption","Preview","Vorschau","ActionDesign\Actions\ShowReportInPreviewWindow",
"ToolTip","Show report in preview window","Zeige Report im Vorschaufenster","ActionDesign\Actions\ShowReportInPreviewWindow",
"Caption","Preview","Vorschau","ActionDesign\Actions\ReportViewerDialogController_Preview",
"Caption","Close","Schliessen","ActionDesign\Actions\ReportViewerDialogController_Close",
"Value","Press OK to download the report","Ok drücken um den Bericht herunterzuladen","Localization\Captions\DownloadReportMessage",
"Caption","View","Ansicht","ActionDesign\Actions\ChangeVariant",
"ToolTip","Switch current view representation","Aktuelle Ansicht umschalten","ActionDesign\Actions\ChangeVariant",
"RelatedViewVariantsGroupCaption","View Variants","Ansichtsvarianten","NavigationItems",
"Caption","Save Script","Skript speichern","ActionDesign\Actions\SaveScriptForDialogWindow",
"Caption","Pause Recording","Aufnahme pausieren","ActionDesign\Actions\PauseRecording",
"Caption","Resume Recording","Aufnahme fortsetzen","ActionDesign\Actions\ResumeRecording",
"Caption","Show Script","Skript anzeigen","ActionDesign\Actions\ShowScript",
"Caption","Save Script","Skript speichern","ActionDesign\Actions\SaveScript",
"Caption","Script","Skript","BOModel\DevExpress.ExpressApp.ScriptRecorder.Script",
"Caption","Script Log","Skriptprotokoll","BOModel\DevExpress.ExpressApp.ScriptRecorder.Script\OwnMembers\ScriptLog",
"Caption","EasyTest Recorder","EasyTest Rekorder","ActionDesign\Actions\EasyTestRecorder",
"Value","Back Color","Hintergrundfarbe","Localization\Controls\HtmlEditor\BackcolorHint",
"Value","Bold","Fett","Localization\Controls\HtmlEditor\BoldHint",
"Value","Copy","Kopieren","Localization\Controls\HtmlEditor\CopyHint",
"Value","Cut","Ausschneiden","Localization\Controls\HtmlEditor\CutHint",
"Value","Font","Schriftart","Localization\Controls\HtmlEditor\FontCaption",
"Value","Font","Schriftart","Localization\Controls\HtmlEditor\FontHint",
"Value","Font Size","Schriftgrösse","Localization\Controls\HtmlEditor\FontSizeCaption",
"Value","Font Size","Schriftgrösse","Localization\Controls\HtmlEditor\FontSizeHint",
"Value"," Fore Color","Vordergrundfarbe","Localization\Controls\HtmlEditor\ForecolorHint",
"Value","Indent","Einzug","Localization\Controls\HtmlEditor\IndentHint",
"Value","Insert Hyperlink","Hyperlink einfügen","Localization\Controls\HtmlEditor\InsertHyperlinkHint",
"Value","Insert Image","Bild einfügen","Localization\Controls\HtmlEditor\InsertImageHint",
"Value","Insert Ordered List","Geordnete Liste einfügen","Localization\Controls\HtmlEditor\InsertOrderedListHint",
"Value","Insert Unordered List","Ungeordnete Liste einfügen","Localization\Controls\HtmlEditor\InsertUnorderedListHint",
"Value","Italic","Kursiv","Localization\Controls\HtmlEditor\ItalicHint",
"Value","Justify Center","Ausrichtung zentriert","Localization\Controls\HtmlEditor\JustifyCenterHint",
"Value","Justify Full","Volle Ausrichtung","Localization\Controls\HtmlEditor\JustifyFullHint",
"Value","Justify Left","Ausrichtung links","Localization\Controls\HtmlEditor\JustifyLeftHint",
"Value","Justify Right","Ausrichtung rechts","Localization\Controls\HtmlEditor\JustifyRightHint",
"Value","Outdent","Ausrückung","Localization\Controls\HtmlEditor\OutdentHint",
"Value","Paste","Anhang","Localization\Controls\HtmlEditor\PasteHint",
"Value","Redo","Vorwärts","Localization\Controls\HtmlEditor\RedoHint",
"Value","Remove Formating","Entferne Formatierung","Localization\Controls\HtmlEditor\RemoveFormatingHint",
"Value","Remove Hyperlink","Entferne Hyperlink","Localization\Controls\HtmlEditor\RemoveHyperlinkHint",
"Value","Strikeout","Durchgestrichen","Localization\Controls\HtmlEditor\StrikeoutHint",
"Value","Address","Adresse","Localization\Controls\HtmlEditor\StyleAddressCaption",
"Value","Heading","Überschrift","Localization\Controls\HtmlEditor\StyleHeadingCaption",
"Value","Normal","Normal","Localization\Controls\HtmlEditor\StyleNormalCaption",
"Value","Styles","Stile","Localization\Controls\HtmlEditor\StylesCaption",
"Value","Styles","Stile","Localization\Controls\HtmlEditor\StylesHint",
"Value","Subscript","Tiefstellen","Localization\Controls\HtmlEditor\SubscriptHint",
"Value","Superscript","Hochstellen","Localization\Controls\HtmlEditor\SuperscriptHint",
"Value","Design","Design","Localization\Controls\HtmlEditor\TabDesignCaption",
"Value","Underline","Unterstreichen","Localization\Controls\HtmlEditor\UnderlineHint",
"Value","Undo","Rückwärts","Localization\Controls\HtmlEditor\UndoHint",
"Value","Object is not valid","Das Objekt ist ungültig","Localization\Controls\SchedulerModuleBase\ObjectNotValid",
"Value","Warning","Warnung","Localization\Controls\SchedulerModuleBase\RecurrenceChangingHeader",
"Value","All the exceptional occurrences of the current recurring event will be lost. Are you sure?","Alle außergewöhnliche Ereignisse der laufenden Terminserie werden verloren gehen. Sind Sie sicher?","Localization\Controls\SchedulerModuleBase\RecurrenceChangingMessage",
"Caption","Refresh KPI","Leistungsindikator aktualisieren","ActionDesign\Actions\RefreshKpi",
"Caption","Show Chart","Diagramm anzeigen","ActionDesign\Actions\ShowChart",
"Caption","Base Kpi Object","Basis Kpi Objekt","BOModel\DevExpress.ExpressApp.Kpi.BaseKpiObject",
"Caption","IDate Range","IDaten Bereich","BOModel\DevExpress.ExpressApp.Kpi.IDateRange",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\Name",
"Caption","Caption","Beschriftung","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\Caption",
"Caption","Start Point","Startpunkt","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\StartPoint",
"Caption","End Point","Endpunkt","BOModel\DevExpress.ExpressApp.Kpi.IDateRange\OwnMembers\EndPoint",
"Caption","Kpi","Kpi","BOModel\DevExpress.ExpressApp.Kpi.KpiDashboardOrganizationItem\OwnMembers\Kpi",
"Caption","Actions Toolbar Visibility","Actions Toolbar Visibility","BOModel\DevExpress.ExpressApp.Kpi.KpiDashboardOrganizationItem\OwnMembers\ActionsToolbarVisibility",
"Caption","Definition","Definition","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition",
"Caption","Name","Name","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Name",
"Caption","Active","Aktiv","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Active",
"Caption","Target Object Type","Ziel Objekt Typ","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\TargetObjectType",
"Caption","Criteria","Kriterium","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Criteria",
"Caption","Expression","Ausdruck","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Expression",
"Caption","Green Zone","Grüne Zone","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\GreenZone",
"Caption","Red Zone","Rote Zone","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RedZone",
"Caption","Range","Bereich","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Range",
"Caption","Compare","Vergleich","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Compare",
"Caption","Range To Compare","Bereich Zum Vergleichen","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\RangeToCompare",
"Caption","Measurement Frequency","Masseinheit Frequenz","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\MeasurementFrequency",
"Caption","Direction","Direktion","BOModel\DevExpress.ExpressApp.Kpi.KpiDefinition\OwnMembers\Direction",
