"Property Name",,"de","Node Path","Description"
"Caption","Target Collection Owner Type","Ziel Kollektion Besitzer Typ","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\TargetCollectionOwnerType",
"Caption","Target Collection Property Name","Ziel Kollektion Eigenschaft Name","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\TargetCollectionPropertyName",
"Caption","Message Template Target Does Not Satisfy Collection Criteria","Nachricht Schablone Erfüllt Nicht Kollektion Kriterie","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyCollectionCriteria",
"Caption","Message Template Collection Validation Message Suffix","Nachricht Schablone Kollektion Bestätigung Nachricht Suffix","BOModel\DevExpress.Persistent.Validation.IRuleCollectionPropertyProperties\OwnMembers\MessageTemplateCollectionValidationMessageSuffix",
"Caption","IRule Combination Of Properties Is Unique Properties","IRegel Kombination Von Eigenschaften Ist Einzige Eigenschaft","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties",
"Caption","Target Properties","Ziel Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\TargetProperties",
"Caption","Message Template Combination Of Properties Must Be Unique","Nachricht Schablone Kombination Von Eigenschaften Muss Eindeutig Sein","BOModel\DevExpress.Persistent.Validation.IRuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\MessageTemplateCombinationOfPropertiesMustBeUnique",
"Caption","IRule Criteria Properties","IRegel Kriterien Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties",
"Caption","Criteria","Kriterien","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\Criteria",
"Caption","Message Template Must Satisfy Criteria","Nachricht Schablone Muss Kriterien Erfüllen","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\MessageTemplateMustSatisfyCriteria",
"Caption","Used Properties","Gebrauchte Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleCriteriaProperties\OwnMembers\UsedProperties",
"Caption","IRule From Bool Property Properties","IRegel Von Bool Eigenen Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties",
"Caption","Message Template Must Be True","Nachricht Schablone Muss Wahr Sein ","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties\OwnMembers\MessageTemplateMustBeTrue",
"Caption","Used Properties","Gebrauchte Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleFromBoolPropertyProperties\OwnMembers\UsedProperties",
"Caption","IRule Is Referenced Properties","IRegel Ist Referenzierte Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties",
"Caption","Reference Property Name","Referenzierte Eigenschaften Name","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\ReferencePropertyName",
"Caption","Looks For","Sucht Nach ","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Be Referenced","Nachricht Schablone Muss Referenziert Sein ","BOModel\DevExpress.Persistent.Validation.IRuleIsReferencedProperties\OwnMembers\MessageTemplateMustBeReferenced",
"Caption","IRule Object Exists Properties","IRegel Objekt Bestehende Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties",
"Caption","Criteria","Kriterien","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\Criteria",
"Caption","Looks For","Sucht Nach ","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\LooksFor",
"Caption","Message Template Must Exist","Nachricht Schablone Muss Existieren","BOModel\DevExpress.Persistent.Validation.IRuleObjectExistsProperties\OwnMembers\MessageTemplateMustExist",
"Caption","IRule Property Value Properties","IRegel Eigene Wert Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRulePropertyValueProperties",
"Caption","Target Property Name","Ziel Eigenschaften Name","BOModel\DevExpress.Persistent.Validation.IRulePropertyValueProperties\OwnMembers\TargetPropertyName",
"Caption","IRule Range Properties","IRegel Bereich Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties",
"Caption","Minimum Value","Minimaler Wert","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MinimumValue",
"Caption","Minimum Value Expression","Minimaler Wert Ausdruck","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MinimumValueExpression",
"Caption","Maximum Value","Maximaler Wert","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MaximumValue",
"Caption","Maximum Value Expression","Maximaler Wert Ausdruck","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MaximumValueExpression",
"Caption","Message Template Must Be In Range","Nachricht Schablone Muss Im Bereich Sein","BOModel\DevExpress.Persistent.Validation.IRuleRangeProperties\OwnMembers\MessageTemplateMustBeInRange",
"Caption","IRule Regular Expression Properties","IRegel Regulärer Ausdruck Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties",
"Caption","Pattern","Modell","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties\OwnMembers\Pattern",
"Caption","Message Template Must Match Pattern","Nachricht Schablone Muss Modell Entsprechen","BOModel\DevExpress.Persistent.Validation.IRuleRegularExpressionProperties\OwnMembers\MessageTemplateMustMatchPattern",
"Caption","IRule Required Field Properties","IRegel Erforderliche Feld Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties",
"Caption","Skip Null Or Empty Values","Sprung Null Oder Leerer Wert","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Must Not Be Empty","Nachricht Schablone Darf Nicht Leer Sein","BOModel\DevExpress.Persistent.Validation.IRuleRequiredFieldProperties\OwnMembers\MessageTemplateMustNotBeEmpty",
"Caption","IRule Search Object Properties","IRegel Suche Objekt Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties",
"Caption","Found Object Messages Separator","Gefundene Objekt Nachrichten Teiler","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\FoundObjectMessagesSeparator",
"Caption","Found Object Message Format","Gefundene Objekt Nachrichten Format","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Criteria Evaluation Behavior","Kriterien Auswertung Verhalten","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\CriteriaEvaluationBehavior",
"Caption","Include Current Object","Enthält Aktuelles Objekt
 ","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\IncludeCurrentObject",
"Caption","Message Template Found Objects","Nachricht Schablone Gefundene Objekte","BOModel\DevExpress.Persistent.Validation.IRuleSearchObjectProperties\OwnMembers\MessageTemplateFoundObjects",
"Caption","IRule String Comparison Properties","IRegel String Vergleich Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties",
"Caption","Operator Type","Operator Typ","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\OperatorType",
"Caption","Operand Value","Operanden Wert","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\OperandValue",
"Caption","Ignore Case","Groß-/Kleinschreibung Ignorieren","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\IgnoreCase",
"Caption","Message Template Must Contain","Nachricht Schablone Muss Enthalten","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustContain",
"Caption","Message Template Must Begin With","Nachricht Schablone Muss Anfangen Mit","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustBeginWith",
"Caption","Message Template Must End With","Nachricht Schablone Muss Enden Mit","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustEndWith",
"Caption","Message Template Must Be Equal","Nachricht Schablone Muss Gleich Sein","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustBeEqual",
"Caption","Message Template Must Not Be Equal","Nachricht Schablone Muss Nicht Gleich Sein","BOModel\DevExpress.Persistent.Validation.IRuleStringComparisonProperties\OwnMembers\MessageTemplateMustNotBeEqual",
"Caption","IRule Supports Collection Aggregates Properties","IRegel Unterstützt Sammlung Aggregat Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleSupportsCollectionAggregatesProperties",
"Caption","Target Collection Aggregate","Ziel Sammlung Aggregate","BOModel\DevExpress.Persistent.Validation.IRuleSupportsCollectionAggregatesProperties\OwnMembers\TargetCollectionAggregate",
"Caption","IRule Unique Value Properties","IRegel Einzigartige Wert Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties",
"Caption","Found Object Message Format","Gefundene Objekte Nachricht Format","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties\OwnMembers\FoundObjectMessageFormat",
"Caption","Message Template Must Be Unique","Nachricht Schablone Muss Einzigartig Sein","BOModel\DevExpress.Persistent.Validation.IRuleUniqueValueProperties\OwnMembers\MessageTemplateMustBeUnique",
"Caption","IRule Value Comparison Properties","IRegel Wert Vergleich Eigenschaften","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties",
"Caption","Right Operand","Rechter Operand","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\RightOperand",
"Caption","Right Operand Expression","Rechter Operand Ausdruck","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\RightOperandExpression",
"Caption","Operator Type","Operator Typ","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\OperatorType",
"Caption","Message Template Must Be Equal To Operand","Nachricht Schablone Muss Gleich Operand Sein","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeEqualToOperand",
"Caption","Message Template Must Be Greater Than Operand","Nachricht Schablone Muss Grösser Operand Sein","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeGreaterThanOperand",
"Caption","Message Template Must Be Greater Than Or Equal To Operand","Nachricht Schablone Muss Grösser Oder Gleich Operand Sein","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeGreaterThanOrEqualToOperand",
"Caption","Message Template Must Be Less Than Operand","Nachricht Schablone Muss Kleiner Operand Sein","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeLessThanOperand",
"Caption","Message Template Must Be Less Than Or Equal To Operand","Nachricht Schablone Muss Kleiner Oder Gleich Operand Sein","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustBeLessThanOrEqualToOperand",
"Caption","Message Template Must Not Be Equal To Operand","Nachricht Schablone Muss Nicht Gleich Operand Sein","BOModel\DevExpress.Persistent.Validation.IRuleValueComparisonProperties\OwnMembers\MessageTemplateMustNotBeEqualToOperand",
"Caption","Rule Base Properties","Regel Basis Eigenschaften","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties",
"Caption","Id","Id","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\Id",
"Caption","Name","Name","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\Name",
"Caption","Custom Message Template","Benutzerdefinierte Nachrichten Schablone","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\CustomMessageTemplate",
"Caption","Target Type","Ziel Typ","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetType",
"Caption","Target Context IDs","Ziel Kontext IDs","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetContextIDs",
"Caption","Invert Result","Umgekehrte Resultate","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\InvertResult",
"Caption","Skip Null Or Empty Values","Sprung Null Oder Leere Werte","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\SkipNullOrEmptyValues",
"Caption","Message Template Skip Null Or Empty Values","Nachricht Schablone Sprung Null Oder Leere Werte","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateSkipNullOrEmptyValues",
"Caption","Message Template Target Does Not Satisfy Target Criteria","Nachricht Schablone Erfüllt Nicht Ziel Kriterien","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyTargetCriteria",
"Caption","Target Criteria","Ziel Kriterien","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetCriteria",
"Caption","Target Collection Owner Type","Ziel Kollektion Besitzer Typ","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetCollectionOwnerType",
"Caption","Target Collection Property Name","Ziel Kollektion Eigenschaft Name","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\TargetCollectionPropertyName",
"Caption","Message Template Target Does Not Satisfy Collection Criteria","Nachricht Schablone Ziel Erfüllt Nicht Kollektion Kriterien","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateTargetDoesNotSatisfyCollectionCriteria",
"Caption","Message Template Collection Validation Message Suffix","Nachricht Schablone Kollektion Bestätigung Nachricht Suffix","BOModel\DevExpress.Persistent.Validation.RuleBaseProperties\OwnMembers\MessageTemplateCollectionValidationMessageSuffix",
"Caption","Rule Combination Of Properties Is Unique Properties","Regel Kombination Von Eigenschaften Ist Eindeutige Eigenschaft","BOModel\DevExpress.Persistent.Validation.RuleCombinationOfPropertiesIsUniqueProperties",
"Caption","Target Properties","Ziel Eigenschaften","BOModel\DevExpress.Persistent.Validation.RuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\TargetProperties",
"Caption","Message Template Combination Of Properties Must Be Unique","Nachricht Schablone Kombination Von Eigenschaften Muss Eindeutig Sein","BOModel\DevExpress.Persistent.Validation.RuleCombinationOfPropertiesIsUniqueProperties\OwnMembers\MessageTemplateCombinationOfPropertiesMustBeUnique",
"Caption","Rule Criteria Properties","Regel Kriterien Eigenschaften","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties",
"Caption","Criteria","Kriterien","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties\OwnMembers\Criteria",
"Caption","Message Template Must Satisfy Criteria","Nachricht Schablone Muss Kriterien Erfüllen","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties\OwnMembers\MessageTemplateMustSatisfyCriteria",
"Caption","Used Properties","Verwendete Eigenschaften","BOModel\DevExpress.Persistent.Validation.RuleCriteriaProperties\OwnMembers\UsedProperties",
"Caption","Rule From Bool Property Properties","Regel Von Bool Eigene Eigenschaften","BOModel\DevExpress.Persistent.Validation.RuleFromBoolPropertyProperties",
"Caption","Message Template Must Be True","Nachricht schablone Muss Wahr Sein ","BOModel\DevExpress.Persistent.Validation.RuleFromBoolPropertyProperties\OwnMembers\MessageTemplateMustBeTrue",
"Caption","Used Properties","Verwendete Eigenschaften","BOModel\DevExpress.Persistent.Validation.RuleFromBoolPropertyProperties\OwnMembers\UsedProperties",
"Caption","Rule Is Referenced Properties","Regel Ist Referenzierte Eigenschaften","BOModel\DevExpress.Persistent.Validation.RuleIsReferencedProperties",
