"Property Name",,"cs","Node Path","Description"
"Caption","Write","Write","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Write",
"Caption","Create","Create","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Create",
"Caption","Delete","Delete","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Delete",
"Caption","Navigate","Navigate","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\Navigate",
"Caption","Member Permissions","Member Permissions","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\MemberPermissions",
"Caption","Object Permissions","Object Permissions","BOModel\DevExpress.ExpressApp.Security.Strategy.PermissionMatrix.TypePermissionMatrixItem\OwnMembers\ObjectPermissions",
"Caption","Member Operation Permissions","Member Operation Permissions","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject",
"Caption","Members","Members","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject\OwnMembers\Members",
"Caption","Allow Read","Allow Read","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject\OwnMembers\AllowRead",
"Caption","Allow Write","Allow Write","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject\OwnMembers\AllowWrite",
"Caption","Owner","Owner","BOModel\DevExpress.ExpressApp.Security.Strategy.SecuritySystemMemberPermissionsObject\OwnMembers\Owner",
