"Property Name",,"cs","Node Path","Description"
"Value","Show","Ukázat","Localization\Enums\DevExpress.ExpressApp.Editors.ViewItemVisibility\Show",
"Value","Show empty space","Ukázat prázdnou mezeru","Localization\Enums\DevExpress.ExpressApp.Editors.ViewItemVisibility\ShowEmptySpace",
"Value",,"Viditelnost položky řídícího panelu","Localization\Enums\DevExpress.ExpressApp.SystemModule.DashboardItemVisibility",
"Value",,"Skrytý","Localization\Enums\DevExpress.ExpressApp.SystemModule.DashboardItemVisibility\Hidden",
"Value",,"Viditelný","Localization\Enums\DevExpress.ExpressApp.SystemModule.DashboardItemVisibility\Visible",
"Value","Actions Toolbar Visibility","Actions Toolbar Visibility","Localization\Enums\DevExpress.ExpressApp.Templates.ActionsToolbarVisibility",
"Value","Default","Default","Localization\Enums\DevExpress.ExpressApp.Templates.ActionsToolbarVisibility\Default",
"Value","Hide","Hide","Localization\Enums\DevExpress.ExpressApp.Templates.ActionsToolbarVisibility\Hide",
"Value","Show","Show","Localization\Enums\DevExpress.ExpressApp.Templates.ActionsToolbarVisibility\Show",
"Value","Unable to create action for method {0} of class {1}. Action method should be non-generic","Není možné vytvořit akci pro metodu {0} třídy {1}. Akce musí být negenerická.","Localization\Exceptions\SystemExceptions\ActionMethodShouldBeNonGeneric",
"Value","Unable to create action for method {0} of class {1}. Action method should be parameterless","Není možné vytvořit akci pro metodu {0} třídy {1}. Akce musí být bez parametrů.","Localization\Exceptions\SystemExceptions\ActionMethodShouldBeParameterless",
"Value","The ObjectSpace has already been assigned to another root view: '{0}'. This error occurs only when you try to assign an ObjectSpace that is already used by a root View to another root view. For instance, you may receive this error when using the XafApplication.CreateDetailView/CreateListView methods in a ViewController and passing the View.ObjectSpace object as a parameter to these methods when the View.IsRoot property is true.\r\nTo avoid this error it's sufficient to pass a new ObjectSpace instance created via the XafApplication.CreateObjectSpace method in these methods, or create non-root Views by passing a corresponding parameter to these methods.\r\nIf this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","ObjectSpace již bylo přiděleno jinému kořenovému pohledu: '{0} "". K této chybě dochází pouze tehdy, když se pokusíte přiřadit ObjectSpace, který již používá kořenový pohled do jiného pohledu. Například, můžete obdržet tuto chybu při použití XafApplication.CreateDetailView / CreateListView metody ViewController a předávání View.ObjectSpace objekt jako parametr těchto metod při View.IsRoot vlastnost je pravda. \ R \ nChcete-li se vyhnout této chybě je stačí uzavřít novou ObjectSpace instance vytvořené pomocí metody XafApplication.CreateObjectSpace v těchto metodách, nebo vytvořit nekořeový pohled složením odpovídá parametr těchto metod. \ r \ nPokud to nepomůže, obraťte se prosím na naši podporu na http : / / www.devexpress.com/Support/Center/","Localization\Exceptions\SystemExceptions\AlreadyUsedObjectSpace",
"Value","An error has occurred while loading the model. Source: '{0}'","Při načítání modelu se vyskytla chyba . Zdroj: '{0}'","Localization\Exceptions\SystemExceptions\AnErrorHasOccurredWhileLoadingTheModel",
"Value","An error occurs while processing a shortcut: {0}","Při zpracování zástupce se vyskytla chyba: {0}","Localization\Exceptions\SystemExceptions\AnErrorHasOccurredWhileProcessingAShortcut",
"Value","An error has occurred, context: {0}","Vyskytla se chyba, kontext: {0}","Localization\Exceptions\SystemExceptions\AnErrorHasOccurredWithContext",
"Value","An unsaved object cannot be shown","Neuložený objekt nemůže být zobrazen.","Localization\Exceptions\SystemExceptions\AnUnsavedObjectCannotBeShown",
"Value","Application isn't started","Aplikace není zahájena.","Localization\Exceptions\SystemExceptions\ApplicationIsNotStarted",
"Value","The application cannot be updated because the '{1}' assembly doesn't exist in the '{0}' folder.","Aplication nemůže být aktualizována, protože sestavení  '{1}' neexistuje ve složce '{0}'.","Localization\Exceptions\SystemExceptions\ApplicationUpdaterAssemblyDoesNotExist",
"Value","Cannot run the application. The database version is newer than the application version, but the server with the new application version is not found. Ask the administrator to check that the configuration file contains a correct path to the new application version.","Aplikace nemůže být spuštěna. Verze databáze je novější než verze aplikace, ale server s novou aplikací nelze nalézt. Požádejte administrátora o zkontrolování, že konfigurační soubor obsahuje správnou cestu k nové verzi aplikace.","Localization\Exceptions\SystemExceptions\ApplicationUpdaterDatabaseVersionIsNewer",
"Value","Attribute modifying failed","Změna atributu se nezdařila.","Localization\Exceptions\SystemExceptions\AttributeModifyingFailed",
"Value","Attribute '{0}' should start with the '@' symbol: '{1}'","Atribut '{0}' by měl začínat '@' a symbolem: '{1}'","Localization\Exceptions\SystemExceptions\AttributeShouldStartWithSymbol",
"Value","The updatingReadOnlyDataStore.AutoCreateOption is {0}","UpdatingReadOnlyDataStore.AutoCreateOption je {0}","Localization\Exceptions\SystemExceptions\AutoCreateOptionIs",
"Value","You cannot access the Collection property because the Collection Source is being initialized now. This error may occur, for example, when you try to access the Collection property in the OnActivated method of a ViewController. To avoid this error it's necessary to access the Collection property at a later time, when the Collection Source is already initialized. The best way to do this is to handle the CollectionChanged event. Please refer to the product's documentation for more detailed information on these classes and methods. If this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","Nelze získat přístup kolekce majetek, protože kolekce zdroj je inicializovat nyní. K této chybě může dojít například při pokusu o přístup k majetku v kolekce OnActivated způsobu ViewController. Aby k této chybě je nutné pro přístup k nemovitosti kolekce později, kdy je sbírka zdroj již inicializován. Nejlepší způsob, jak to udělat, je zacházet s CollectionChanged událost. Další informace naleznete v dokumentaci k výrobku Podrobnější informace o těchto tříd a metod. Pokud toto nepomůže, obraťte se prosím na naši podporu na http://www.devexpress.com/Support/Center/","Localization\Exceptions\SystemExceptions\CannotAccessCollectionCollectionSourceIsBeingIntialized",
"Value","Can't add the '{0}' collection","Nemůže být přidána '{0}' kolekce","Localization\Exceptions\SystemExceptions\CannotAddCollectionProperty",
"Value","Can't add duplicate property editor: '{0}'","Nemůže být přidán duplikovaný editor vlastnosti: '{0}'","Localization\Exceptions\SystemExceptions\CannotAddDuplicateProperty",
"Value","Can't add to Empty singleton. Create new instance of collection","Nemůže být přidán prázdný singleton.  Vytvořte novou instanci kolekce.","Localization\Exceptions\SystemExceptions\CannotAddToEmptySingleton",
"Value","Cannot create appropriate detail item for the '{0}'","Nemůže být vytvořen příslušný detail položky pro '{0}'","Localization\Exceptions\SystemExceptions\CannotCreateAppropriateDetailItem",
"Value","Cannot create appropriate property editor for the '{0}.{1}' property","Nemůže být vytvořen příslušný editor vlastností pro '{0}.{1}' vlastnost","Localization\Exceptions\SystemExceptions\CannotCreateAppropriatePropertyEditorForTheProperty",
"Value","Can't change schema for attribute","Nemůže být změněno schéma pro atribut","Localization\Exceptions\SystemExceptions\CannotCreateSchemaForAttribute",
"Value","Cannot create template by name: '{0}'","Nemůže být vytvořena šablona podle názvu: '{0}'","Localization\Exceptions\SystemExceptions\CannotCreateTemplateByName",
"Value","Cannot find a descendant of the XafApplication class to detect settings of your application in the following folder(s):
{0}
For a Windows Forms application, this folder(s) must contain your application executable file.
For an ASP.NET application, this folder(s) must contain the assembly continaing your WebApplication descendant.","Cannot find a descendant of the XafApplication class to detect settings of your application in the following folder(s):
{0}
For a Windows Forms application, this folder(s) must contain your application executable file.
For an ASP.NET application, this folder(s) must contain the assembly continaing your WebApplication descendant.","Localization\Exceptions\SystemExceptions\CannotFindDescendantOfXafApplicationClass",
"Value","Can't find ListView with ID='{0}'","Nemůže být nalezen ListView s ID='{0}'","Localization\Exceptions\SystemExceptions\CannotFindListViewWithId",
"Value","Cannot find the '{0}' member within the '{1}' class","Cannot find the '{0}' member within the '{1}' class","Localization\Exceptions\SystemExceptions\CannotFindTheMemberWithinTheClass",
"Value","Cannot find the '{0}' property within the '{1}' class","Nemůže být nalezena vlastnost '{0}' v rámci třídy '{1}'","Localization\Exceptions\SystemExceptions\CannotFindThePropertyWithinTheClass",
"Value","Cannot generate content: the 'ClassName' attribute is empty","Nemůže být generován obsah: atribut 'název třídy' je prázdný","Localization\Exceptions\SystemExceptions\CannotGenerateContent",
"Value","Cannot obtain the editing object","Není možné získat upravený objekt","Localization\Exceptions\SystemExceptions\CannotObtainTheEditingObject",
"Value","Cannot process the requested url","Není možné zpracovat požadované url","Localization\Exceptions\SystemExceptions\CannotProcessTheRequestedUrl",
"Value","Cannot process the requested url, the '{0}' action item was not found","Není možné zpracovat požadované url, položka akce '{0}' nebyla nalezena","Localization\Exceptions\SystemExceptions\CannotProcessTheRequestedUrlActionItemWasNotFound",
"Value","Cannot read dictionary from '{0}' resource of the '{1}' assembly","Není možné načíst slovník od zdroje '{0}' sestavení '{1}' ","Localization\Exceptions\SystemExceptions\CannotReadDictionaryFromResource",
"Value","Cannot set EditValue by the '{0}' text, available values:\r\n{1}","Není možné nastavit EditValue textem '{0}', nejsou k dispozici hodnoty: \r\n{1}","Localization\Exceptions\SystemExceptions\CannotSetEditValueAvailableValues",
"Value","Cannot set EditValue by the '{0}' text, list is empty","Není možné nastavit EditValue textem '{0}', seznam je prázdný","Localization\Exceptions\SystemExceptions\CannotSetEditValueListIsEmpty",
"Value","Cannot show view, unknown context: '{0}'","Není možné ukázat náhled, neznámý obsah: '{0}'","Localization\Exceptions\SystemExceptions\CannotShowViewUnknownContext",
"Value","Cannot show view, unknown target: '{0}'","Není možné ukázat náhled, neznámý cíl: '{0}'","Localization\Exceptions\SystemExceptions\CannotShowViewUnknownTarget",
"Value","Class '{0}' doesn't implement interface '{1}'","Třída '{0}' nemůže implementovat rozhranní '{1}'","Localization\Exceptions\SystemExceptions\ClassDoesntImplementInterface",
"Value","The database version is greater than the application version. The application needs to be updated. Please contact your system administrator or download a new version.\r\nAdditional information: the local version {0} of module '{1}' is smaller than version {2} in the database.","Verze databáze je větší než verze aplikace. Aplikaci je třeba aktualizovat. Obraťte se na administrátora systému nebo stáhněte novou verzi.\r\nDalší informace: lokální verze {0} modulu '{1}' je menší než verze {2} v databázi.","Localization\Exceptions\SystemExceptions\CompatibilityApplicationIsOldError",
"Value","The database version is older than the application version. The database needs to be updated.","Databáze je starší verze než aplikace. Databázi je třeba aktualizovat.","Localization\Exceptions\SystemExceptions\CompatibilityDatabaseIsOldError",
"Value","Config file '{0}' doesn't exists","Konfig soubor '{0}' neexistuje","Localization\Exceptions\SystemExceptions\ConfigFileDoesNotExists",
"Value","The 'add\[@key=""Modules""]' node should contain module list, config file '{0}'","The 'add\[@key=""Modules""]' node should contain module list, config file '{0}'","Localization\Exceptions\SystemExceptions\ConfigFileHasNoModuleNames",
"Value","Unable to set '{0}' property. Current object is not set","Není možné nastavit vlastnost  '{0}'. Aktuální objekt není nastaven","Localization\Exceptions\SystemExceptions\CurrentObjectIsNotSet",
"Value","To avoid this error it's necessary to assign the CustomizePopupWindowParamsEventArgs.View property when handling the CustomizePopupWindowParams event. To accomplish this, create a View using the XafApplication.CreateDetailView/CreateListView methods. Please refer to the product's documentation for more detailed information on these classes and methods. If this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","Aby k této chybě je nutné přiřadit CustomizePopupWindowParamsEventArgs.View vlastnosti při manipulaci události CustomizePopupWindowParams. K dosažení tohoto cíle, vytvořit zobrazení pomocí XafApplication.CreateDetailView / CreateListView metody. Další informace naleznete v dokumentaci o těchto třídách a metodách. Pokud toto nepomůže, obraťte se prosím na naši podporu na http://www.devexpress.com/Support/Center/","Localization\Exceptions\SystemExceptions\CustomizePopupWindowParamsEventArgsViewIsNull",
"Value","A dataLayer already exists: '{0}'","DataLayer již existuje: '{0}'","Localization\Exceptions\SystemExceptions\DataLayerAlreadyExists",
"Value","Dictionary path item parsing failed. There is a syntax error in expression '{0}'","Analýza položky v cestě slovníku se nezdařila. Ve výrazu '{0}' je chyba v syntaxi. ","Localization\Exceptions\SystemExceptions\DictionaryPathItemParsingFailed",
"Value","Dictionary path parsing failed. There is a syntax error in expression '{0}'","Analýza položky v cestě slovníku se nezdařila. Ve výrazu '{0}' je chyba v syntaxi. ","Localization\Exceptions\SystemExceptions\DictionaryPathParsingFailed",
"Value","Duplicate Component Identifier '{0}'","Identifikátor duplicitní komponenty '{0}'","Localization\Exceptions\SystemExceptions\DuplicateComponentIdentifier",
"Value","Error occurs while adding the '{2}' custom property ('{0}' property type) to the '{1}' type: '{3}'","Vyskytla se chyba  při přidávání vlastní vlastnosti '{2}' ('{0}' typ vlastnost) do '{1}' typ: '{3}'","Localization\Exceptions\SystemExceptions\ErrorOccursWhileAddingTheCustomProperty",
"Value","The following error occurred:","Vyskytla se následující chyba:","Localization\Exceptions\SystemExceptions\ExceptionDialogLabel",
"Value","Column '{0}' does not exist in grid","Sloupec '{0}' v mřížce neexistuje","Localization\Exceptions\SystemExceptions\GridColumnDoesNotExist",
"Value","Column '{0}' already exists in grid","Sloupec '{0}' v mřížce již existuje","Localization\Exceptions\SystemExceptions\GridColumnExists",
"Value","Cannot set EditMode property. GridControl has been created already","Není možné nastavit vlastnost EditMode. GridControl již byl vytvořen","Localization\Exceptions\SystemExceptions\GridControlIsAlreadyCreated",
"Value","Incompatible parameters combination. The PopupWindow has the same ObjectSpace as the main View.  However, the SaveOnAccept property of the Popup Window's DialogController is set to true. Use a new ObjectSpace for the invoked Popup Window or set the DialogController. SaveOnAccept property to false.","Nekompatibilní kombinace parametrů. PopupWindow má stejné ObjectSpace jako hlavní zobrazení. Nicméně, valstnost SaveOnAccept Pop-up okna DialogController je nastavena na hodnotu true. Použijte nový ObjectSpace pro vyvolání popup okna nebo nastavte DialogController. valstnost SaveOnAccept na hodnotu false.","Localization\Exceptions\SystemExceptions\IncompatibleParametersCombinationOnViewChanged",
"Value","The passed config file '{0}' doesn't contain the '<add key=""Modules""' node","Předaná konfigurace souboru '{0}' neobsahuje '<add key=""Modules""' uzel","Localization\Exceptions\SystemExceptions\IncorrectConfigFile",
"Value","Infinite recursion detected: the '{0}' detail view was created {1} times","Byla zjištěna nekonečná rekurze: byl vytvořen jeden náhled '{0}' detailu","Localization\Exceptions\SystemExceptions\InfiniteRecursionDetected",
"Value","Invalid application version on '{0}'","Neplatná verze aplikace na '{0}'","Localization\Exceptions\SystemExceptions\InvalidApplicationVersion",
"Value","Invalid value type is assigned to the '{0}' parametrized action. Set the Int, String or DateTime type instead.","Neshodný typ hodnoty je přiřazen k parametrizované akci '{0}'. Proto je třeba nastavit Int, řetězec nebo datum a čas.","Localization\Exceptions\SystemExceptions\InvalidParametrizedActionValueType",
"Value","The {0} object's {1} property has an incorrect value of {2}. Initialize the property with a correct {3} enumeration value in the {4} business class' AfterConstruction method.","Vlastnost {1} objektu {0} má nesprávnou hodnotu {2}. Je třeba inicializovat vlastnost se správnou výčtovou hodnotou {3}  in the {4} business class' AfterConstruction method.","Localization\Exceptions\SystemExceptions\InvalidValueOfEnumProperty",
"Value","'{0}' is not valid namespace prefix description","'{0}' is not valid namespace prefix description","Localization\Exceptions\SystemExceptions\IsNotValidNamespacePrefixDescription",
"Value","It's imposible to find path='{0}' for node '{1}'","Není možné nalézt cestu='{0}' pro uzel '{1}'","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindPathForNode",
"Value","It's imposible to find SourceNode='{0}\\{1}'","Není možné nalézt SourceNode='{0}\\{1}'","Localization\Exceptions\SystemExceptions\ItsImpossibleToFindSourceNode",
"Value","Incorrect count: '{0}'","Nesprávný počet: '{0}'","Localization\Exceptions\SystemExceptions\LayoutControlInvalidCount",
"Value","ListEditor should implement IDXPopupMenuHolder interface","ListEditor should implement IDXPopupMenuHolder interface","Localization\Exceptions\SystemExceptions\ListEditorShouldImplement",
"Value","The '{0}' method should be used","Měla by se použít metoda '{0}'","Localization\Exceptions\SystemExceptions\MethodShouldBeUsed",
"Value","Modules has already been loaded","Moduly už jsou nahrané.","Localization\Exceptions\SystemExceptions\ModulesHasAlreadyBeenLoaded",
"Value","Names and values collections should have equal lengths","Názvy a hodnoty kolekcí musí mít shodnou délku","Localization\Exceptions\SystemExceptions\NameAndValueCollectionsShouldHaveEqualLengths",
"Value","The '{0}' node contains two child nodes with the '{1}' value in the key attribute. \r\n  Node1: '{2}'\r\n  Node2: '{3}'","Uzel '{0}' obsahuje podřízené uzly s hodnotu '{1}' v klíčovém atributu. \r\n Uzel1: '{2}'\r\n  Uzel2: '{3}'","Localization\Exceptions\SystemExceptions\NodeContainsDuplicatedChildNodes",
"Value","The '{0}' node was not found","Uzel '{0}' nebyl nalezen","Localization\Exceptions\SystemExceptions\NodeWasNotFound",
"Value","The '{0}' read-only parameter is not registered in the ParametersFactory.","Parametr '{0}', který je pouze pro čtení, není registrován v ParametersFactory.","Localization\Exceptions\SystemExceptions\NotRegisteredReadOnlyParameterException",
"Value","Object cannot be formatted because the specified format string is invalid: '{0}'","Objekt nemůže být formátován, protožespecifický formát řetězce je neplatný: '{0}'","Localization\Exceptions\SystemExceptions\ObjectFormatterFormatStringIsInvalid",
"Value","Page can only contain one instance of '{0}' control","Stránka může obsahovat pouze jednu instanci kontroly '{0}'","Localization\Exceptions\SystemExceptions\PageCanOnlyContainOneInstanceOfControl",
"Value","The criterion contains the '{0}' read-only parameter which conflicts with the '{0}' property of the '{1}' class. To refer to the read-only parameter, use the '@@{0}' syntax. To refer to the property, use the '@this.{0}' syntax.","The criterion contains the '{0}' read-only parameter which conflicts with the '{0}' property of the '{1}' class. To refer to the read-only parameter, use the '@@{0}' syntax. To refer to the property, use the '@this.{0}' syntax.","Localization\Exceptions\SystemExceptions\ParameterConflictsWithPropertyException",
"Value","The object that has been passed belongs to another ObjectSpace. This error may occur when you manipulate your objects via an ObjectSpace which these objects do not belong to. For instance, you may receive this error when using the XafApplication.CreateDetailView method in case you passed an object that was obtained from a different ObjectSpace than the ObjectSpace used as a parameter in this method. To correct this error, you should ensure that all the objects you manipulate belong to one ObjectSpace.\r\nIn most cases, to avoid this error it's sufficient to call the ObjectSpace.GetObject/GetObjectByKey methods to get a passed object in the target ObjectSpace.\r\nIf this doesn't help, please contact our Support Team at http://www.devexpress.com/Support/Center/","Objekt, který byl předán patří do jiné ObjectSpace. K této chybě může dojít při manipulaci s objekty pomocí ObjectSpace, která tyto předměty nepatří. Například, můžete obdržet tuto chybu při použití metody XafApplication.CreateDetailView v případě, že jste prošel objekt, který byl získán z jiného, než ObjectSpace ObjectSpace použit jako parametr této metody. Pro opravu této chyby, měli byste zajistit, aby všechny objekty, které manipulují patří k jednomu ObjectSpace. \ R \ nV většině případů se vyhnout této chybě je stačí zavolat ObjectSpace.GetObject / GetObjectByKey metody dostat prošel objekt v cílovém ObjectSpace . \ r \ nPokud to nepomůže, obraťte se prosím na naši podporu na http://www.devexpress.com/Support/Center/","Localization\Exceptions\SystemExceptions\PassedObjectBelongsToAnotherObjectSpace",
"Value","Permission is denied","Povolení je zamítnuto","Localization\Exceptions\SystemExceptions\PermissionIsDenied",
"Value","Process was aborted","Proces byl přerušen","Localization\Exceptions\SystemExceptions\ProcessWasAborted",
"Value","Cannot update the CriteriaWrapper because the criterion uses dynamic parameters, but the current object isn't specified. To update the CriteriaWrapper, call the UpdateParametersValues(Object currentObject) method and pass the current object as the parameter.","Cannot update the CriteriaWrapper because the criterion uses dynamic parameters, but the current object isn't specified. To update the CriteriaWrapper, call the UpdateParametersValues(Object currentObject) method and pass the current object as the parameter.","Localization\Exceptions\SystemExceptions\RequiresCurrentObjectException",
"Value","Resource item with name '{0}' is not found","Zdrojová položka s názvem '{0}' není nalezena","Localization\Exceptions\SystemExceptions\ResourceItemWithNameIsNotFound",
"Value","RuleSet clearing is denied","Vymazání RuleSet je zamítnuto","Localization\Exceptions\SystemExceptions\RuleSetClearingIsDenied",
"Value","Source attribute expression should start with '{0}': '{1}'","Výraz zdrojového atributu by měl začínat '{0}': '{1}'","Localization\Exceptions\SystemExceptions\SourceAttributeExpressionShouldStartWith",
"Value","Source attribute path should consist of one or more node name and at last attribute name, which are delimited by the '\\' symbol: '{0}'","Cesta zdrojového atributu by se měla skládat jednoho nebo více jmen uzlů a nakonec jména atributu, které jsou odděleny '\\' symbolem: '{0}'","Localization\Exceptions\SystemExceptions\SourceAttributePathShouldConsistOf",
"Value","SourceNode expression should start with '{0}': '{1}'","Výraz zdrojového uzlu by měl začínat '{0}': '{1}'","Localization\Exceptions\SystemExceptions\SourceNodeExpressionShouldStartWith",
"Value","Cannot find TypeInfo for type '{0}'. You should put your template in an XAF module, or manually register it using the XafTypesInfo.Instance.FindTypeInfo(typeof({0})) method.","Nelze nalézt TypeInfo pro typ '{0}'. Musíte vložit vaši šablonu do XAF modulu nebo se ručně zaregistrovat pomocí XafTypesInfo.Instance.FindTypeInfo(typeof({0})) metody.","Localization\Exceptions\SystemExceptions\TemplateTypeInfoMissed",
"Value","The aspect '{0}' is not present in the aspects collection","Aspekt '{0}' není přítomen v kolekci aspektů","Localization\Exceptions\SystemExceptions\TheAspectIsNotPresentInAspectsCollection",
"Value","The '{0}' assembly doesn't refer assembly {1} ({2})","Sestavení  '{0}' se nevztahuje k sestavení {1} ({2})","Localization\Exceptions\SystemExceptions\TheAssemblyDoesntReferAssembly",
"Value","The '{0}' class is not found in the BOModel","Třída '{0}' není nalezena v BOM modelu","Localization\Exceptions\SystemExceptions\TheClassIsNotFoundInBOModel",
"Value","The ClassName attribute of the referenced view node is empty:","ClassName atribut odkazující na zobrazení uzlu je prázdný:","Localization\Exceptions\SystemExceptions\TheClassNameAttributeIsEmpty",
"Value","The ClassName attribute of the referenced view node refers to a different type. \r\nShortcut object type: {0}\r\nView node object type: {1}","Uzel ClassName referenčního atributu ukazuje na jiný typ. \r\nRychlá volba: {0}\r\nObjektový typ uzlu pohledu: {1}","Localization\Exceptions\SystemExceptions\TheClassNameAttributeRefersToADifferentType",
"Value","The CreateApplicationModulesManager method returns null","CreateApplicationModulesManager metoda vrací null","Localization\Exceptions\SystemExceptions\TheCreateApplicationModulesManagerReturnsNull",
"Value","The expression should consist of the search expression and source attribute name which are delimited by ';' symbol: '{0}'","Výraz by měla spočívat v hledání výrazu, kde zdroj a název atributu jsou odděleny "";"" symbolem ""{0} '","Localization\Exceptions\SystemExceptions\TheExpressionShouldConsistOf",
"Value","The 'expressionString' string contains {0} expressions","Řetězec 'expressionString' obsahuje {0} výrazů","Localization\Exceptions\SystemExceptions\TheExpressionStringContainsANumberOfExpressions",
"Value","The passed '{0}' file is not a *.dll or *.config file","Předaný '{0}' soubor není *.dll nebo *.config file","Localization\Exceptions\SystemExceptions\ThePassedFileIsNotADllOrConfig",
"Value","There is already a creator registered for the format '{0}'","Konstruktor pro format '{0}' je již registrován","Localization\Exceptions\SystemExceptions\ThereIsAlreadyRegisteredCreatorForFormat",
"Value",,"SourceNode='{0}\\{1}' nemůže adresovar několik '{1}' uzlů (více než 1)","Localization\Exceptions\SystemExceptions\TheSourceNodeCannotAddressToSeveralNodes",
"Value","The 'Type' attribute cannot be empty","Atribut 'Type' není prázdný","Localization\Exceptions\SystemExceptions\TheTypeAttributeCannotBeEmpty",
"Value","the '{0}' type is not descendant of '{1}'","Typ '{0}' není následnickým typem typu '{1}'","Localization\Exceptions\SystemExceptions\TheTypeIsNotDescendantOf",
"Value","The value was locked","Hodnota byla zamčena","Localization\Exceptions\SystemExceptions\TheValueWasLocked",
"Value","The '{0}' type doesn't contain the '{1}' member","Typ '{0}' neobsahuje člen '{1}'","Localization\Exceptions\SystemExceptions\TypeDoesNotContainTheMember",
"Value","The '{0}' type isn't a enum type","Typ '{0}' není výčtového typu","Localization\Exceptions\SystemExceptions\TypeIsNotAEnum",
"Value","Unable to assign a disabled item. Action: {0}. Item: {1}. Disable reasons: {2}","Není možné zobrazit zakázanou položku. Akce: {0}. Položka: {1}. Skryté důvody: {2}","Localization\Exceptions\SystemExceptions\UnableToAssignDisabledActionItem",
